ATIVO;JANELA;BLS;SVM;SVM_K;NB;NB_K;RL;RL_K
ALLL11;3;0;0.6;50;0;0;0;0;5;0;0.64;50;0;0;0;0;10;0;0.7;65;0;0;0;0;15;0;0.75;50;0;0;0;0;20;0;0.73;55;0;0;0;0;40;0;0.78;55;0;0;0;0;60;0;0.96;60;0;0;0;0;80;0;0.97;60;0;0;0;0;;
LIGT3;3;0;0.640625;nan;0;0;0;0;5;0;0.65625;nan;0;0;0;0;10;0;0.734375;nan;0;0;0;0;15;0;0.71875;nan;0;0;0;0;20;0;0.703125;nan;0;0;0;0;40;0;0.828125;nan;0;0;0;0;60;0;0.828125;nan;0;0;0;0;80;0;0.96875;nan;0;0;0;0;;
PETR4;3;0;0.68;65;0;0;0;0;5;0;0.7;60;0;0;0;0;10;0;0.71;45;0;0;0;0;15;0;0.7;55;0;0;0;0;20;0;0.72;55;0;0;0;0;40;0;0.75;45;0;0;0;0;60;0;0.79;45;0;0;0;0;80;0;0.85;50;0;0;0;0;;
VIVO4;3;0;0.641026;nan;0;0;0;0;5;0;0.666667;nan;0;0;0;0;10;0;0.589744;nan;0;0;0;0;15;0;0.692308;nan;0;0;0;0;20;0;0.615385;nan;0;0;0;0;40;0;0.410256;nan;0;0;0;0;60;0;0.564103;nan;0;0;0;0;80;0;0.74359;nan;0;0;0;0;;
VALE5;3;0;0.6;65;0;0;0;0;5;0;0.61;60;0;0;0;0;10;0;0.62;55;0;0;0;0;15;0;0.65;45;0;0;0;0;20;0;0.71;60;0;0;0;0;40;0;0.79;65;0;0;0;0;60;0;0.79;50;0;0;0;0;80;0;0.76;40;0;0;0;0;;
ARCZ6;3;0;0.53;45;0;0;0;0;5;0;0.55;50;0;0;0;0;10;0;0.61;65;0;0;0;0;15;0;0.56;40;0;0;0;0;20;0;0.57;60;0;0;0;0;40;0;0.65;35;0;0;0;0;60;0;0.71;65;0;0;0;0;80;0;0.67;65;0;0;0;0;;
AMBV4;3;0;0.57;50;0;0;0;0;5;0;0.53;50;0;0;0;0;10;0;0.66;50;0;0;0;0;15;0;0.68;50;0;0;0;0;20;0;0.71;50;0;0;0;0;40;0;0.81;40;0;0;0;0;60;0;0.88;35;0;0;0;0;80;0;0.77;35;0;0;0;0;;
BBAS3;3;0;0.67;60;0;0;0;0;5;0;0.68;60;0;0;0;0;10;0;0.73;60;0;0;0;0;15;0;0.74;50;0;0;0;0;20;0;0.69;45;0;0;0;0;40;0;0.92;60;0;0;0;0;60;0;0.97;55;0;0;0;0;80;0;0.87;60;0;0;0;0;;
BBDC4;3;0;0.57;55;0;0;0;0;5;0;0.66;45;0;0;0;0;10;0;0.68;55;0;0;0;0;15;0;0.74;25;0;0;0;0;20;0;0.69;30;0;0;0;0;40;0;0.76;55;0;0;0;0;60;0;0.79;45;0;0;0;0;80;0;0.91;50;0;0;0;0;;
BNCA3;3;0;0.63;50;0;0;0;0;5;0;0.62;55;0;0;0;0;10;0;0.65;35;0;0;0;0;15;0;0.66;55;0;0;0;0;20;0;0.64;50;0;0;0;0;40;0;0.79;55;0;0;0;0;60;0;0.78;50;0;0;0;0;80;0;0.94;50;0;0;0;0;;
BRAP4;3;0;0.68;75;0;0;0;0;5;0;0.64;70;0;0;0;0;10;0;0.71;60;0;0;0;0;15;0;0.75;60;0;0;0;0;20;0;0.7;60;0;0;0;0;40;0;0.8;40;0;0;0;0;60;0;0.84;55;0;0;0;0;80;0;0.7;65;0;0;0;0;;
BRKM5;3;0;0.59;60;0;0;0;0;5;0;0.63;50;0;0;0;0;10;0;0.49;40;0;0;0;0;15;0;0.58;45;0;0;0;0;20;0;0.6;45;0;0;0;0;40;0;0.76;55;0;0;0;0;60;0;0.82;50;0;0;0;0;80;0;0.84;45;0;0;0;0;;
BRTO4;3;0;0.63;50;0;0;0;0;5;0;0.62;45;0;0;0;0;10;0;0.61;50;0;0;0;0;15;0;0.61;35;0;0;0;0;20;0;0.59;50;0;0;0;0;40;0;0.78;55;0;0;0;0;60;0;0.77;55;0;0;0;0;80;0;0.85;55;0;0;0;0;;
CCRO3;3;0;0.61;65;0;0;0;0;5;0;0.61;55;0;0;0;0;10;0;0.7;60;0;0;0;0;15;0;0.65;50;0;0;0;0;20;0;0.67;65;0;0;0;0;40;0;0.87;35;0;0;0;0;60;0;0.95;35;0;0;0;0;80;0;0.8;35;0;0;0;0;;
CGAS5;3;0;0.61;55;0;0;0;0;5;0;0.65;55;0;0;0;0;10;0;0.67;60;0;0;0;0;15;0;0.69;65;0;0;0;0;20;0;0.73;65;0;0;0;0;40;0;0.93;50;0;0;0;0;60;0;0.98;50;0;0;0;0;80;0;0.98;55;0;0;0;0;;
CLSC6;3;0;0.57;65;0;0;0;0;5;0;0.57;70;0;0;0;0;10;0;0.57;65;0;0;0;0;15;0;0.57;60;0;0;0;0;20;0;0.59;60;0;0;0;0;40;0;0.43;70;0;0;0;0;60;0;0.62;55;0;0;0;0;80;0;0.62;70;0;0;0;0;;
CMIG4;3;0;0.68;55;0;0;0;0;5;0;0.68;55;0;0;0;0;10;0;0.7;45;0;0;0;0;15;0;0.68;55;0;0;0;0;20;0;0.66;60;0;0;0;0;40;0;0.76;50;0;0;0;0;60;0;0.98;35;0;0;0;0;80;0;0.98;35;0;0;0;0;;
CPFE3;3;0;0.63;40;0;0;0;0;5;0;0.57;45;0;0;0;0;10;0;0.71;55;0;0;0;0;15;0;0.67;50;0;0;0;0;20;0;0.64;50;0;0;0;0;40;0;0.66;40;0;0;0;0;60;0;0.91;60;0;0;0;0;80;0;0.87;55;0;0;0;0;;
CPLE6;3;0;0.6;70;0;0;0;0;5;0;0.57;45;0;0;0;0;10;0;0.63;40;0;0;0;0;15;0;0.68;30;0;0;0;0;20;0;0.66;45;0;0;0;0;40;0;0.8;35;0;0;0;0;60;0;0.82;45;0;0;0;0;80;0;0.93;45;0;0;0;0;;
CRUZ3;3;0;0.59;60;0;0;0;0;5;0;0.59;70;0;0;0;0;10;0;0.63;75;0;0;0;0;15;0;0.73;60;0;0;0;0;20;0;0.69;55;0;0;0;0;40;0;0.74;40;0;0;0;0;60;0;0.87;70;0;0;0;0;80;0;0.87;65;0;0;0;0;;
CSAN3;3;0;0.61;50;0;0;0;0;5;0;0.65;50;0;0;0;0;10;0;0.66;55;0;0;0;0;15;0;0.7;45;0;0;0;0;20;0;0.72;50;0;0;0;0;40;0;0.81;45;0;0;0;0;60;0;0.98;55;0;0;0;0;80;0;0.99;50;0;0;0;0;;
CSNA3;3;0;0.61;45;0;0;0;0;5;0;0.63;35;0;0;0;0;10;0;0.68;40;0;0;0;0;15;0;0.74;50;0;0;0;0;20;0;0.74;40;0;0;0;0;40;0;0.92;50;0;0;0;0;60;0;0.76;60;0;0;0;0;80;0;0.97;55;0;0;0;0;;
CYRE3;3;0;0.58;35;0;0;0;0;5;0;0.68;45;0;0;0;0;10;0;0.69;45;0;0;0;0;15;0;0.73;55;0;0;0;0;20;0;0.68;55;0;0;0;0;40;0;0.79;55;0;0;0;0;60;0;0.75;50;0;0;0;0;80;0;0.92;55;0;0;0;0;;
DURA4;3;0;0.59;40;0;0;0;0;5;0;0.64;35;0;0;0;0;10;0;0.61;40;0;0;0;0;15;0;0.59;40;0;0;0;0;20;0;0.62;40;0;0;0;0;40;0;0.81;45;0;0;0;0;60;0;0.93;40;0;0;0;0;80;0;0.94;30;0;0;0;0;;
ELET6;3;0;0.69;70;0;0;0;0;5;0;0.68;70;0;0;0;0;10;0;0.63;45;0;0;0;0;15;0;0.63;30;0;0;0;0;20;0;0.61;35;0;0;0;0;40;0;0.76;50;0;0;0;0;60;0;0.82;50;0;0;0;0;80;0;0.95;55;0;0;0;0;;
EMBR3;3;0;0.61;60;0;0;0;0;5;0;0.67;65;0;0;0;0;10;0;0.63;55;0;0;0;0;15;0;0.56;50;0;0;0;0;20;0;0.57;55;0;0;0;0;40;0;0.84;60;0;0;0;0;60;0;0.65;65;0;0;0;0;80;0;0.59;55;0;0;0;0;;
GGBR4;3;0;0.5;35;0;0;0;0;5;0;0.57;35;0;0;0;0;10;0;0.59;45;0;0;0;0;15;0;0.63;30;0;0;0;0;20;0;0.66;35;0;0;0;0;40;0;0.86;35;0;0;0;0;60;0;0.91;45;0;0;0;0;80;0;0.94;55;0;0;0;0;;
GOLL4;3;0;0.62;55;0;0;0;0;5;0;0.68;65;0;0;0;0;10;0;0.67;70;0;0;0;0;15;0;0.68;55;0;0;0;0;20;0;0.7;65;0;0;0;0;40;0;0.81;65;0;0;0;0;60;0;0.94;55;0;0;0;0;80;0;0.95;65;0;0;0;0;;
ITAU4;3;0;0.58;50;0;0;0;0;5;0;0.67;30;0;0;0;0;10;0;0.69;35;0;0;0;0;15;0;0.73;40;0;0;0;0;20;0;0.76;30;0;0;0;0;40;0;0.83;35;0;0;0;0;60;0;0.74;20;0;0;0;0;80;0;0.93;10;0;0;0;0;;
