ATIVO;JANELA;BLS;SVM;SVM_K;NB;NB_K;RL;RL_K
ITSA4;3;0;0.62;35;0;0;0;0;5;0;0.64;40;0;0;0;0;10;0;0.7;40;0;0;0;0;15;0;0.69;40;0;0;0;0;20;0;0.71;35;0;0;0;0;40;0;0.78;55;0;0;0;0;60;0;0.82;45;0;0;0;0;80;0;0.86;50;0;0;0;0;;
KLBN4;3;0;0.56;55;0;0;0;0;5;0;0.56;55;0;0;0;0;10;0;0.56;55;0;0;0;0;15;0;0.56;55;0;0;0;0;20;0;0.57;55;0;0;0;0;40;0;0.66;50;0;0;0;0;60;0;0.69;45;0;0;0;0;80;0;0.61;60;0;0;0;0;;
LAME4;3;0;0.7;55;0;0;0;0;5;0;0.72;60;0;0;0;0;10;0;0.69;55;0;0;0;0;15;0;0.69;45;0;0;0;0;20;0;0.62;55;0;0;0;0;40;0;0.82;35;0;0;0;0;60;0;0.65;50;0;0;0;0;80;0;0.85;35;0;0;0;0;;
LREN3;3;0;0.61;45;0;0;0;0;5;0;0.6;50;0;0;0;0;10;0;0.68;50;0;0;0;0;15;0;0.64;45;0;0;0;0;20;0;0.67;40;0;0;0;0;40;0;0.87;75;0;0;0;0;60;0;0.97;60;0;0;0;0;80;0;0.96;55;0;0;0;0;;
NATU3;3;0;0.58;55;0;0;0;0;5;0;0.6;55;0;0;0;0;10;0;0.58;45;0;0;0;0;15;0;0.63;45;0;0;0;0;20;0;0.67;55;0;0;0;0;40;0;0.88;65;0;0;0;0;60;0;0.92;45;0;0;0;0;80;0;0.97;40;0;0;0;0;;
NETC4;3;0;0.58;75;0;0;0;0;5;0;0.58;75;0;0;0;0;10;0;0.58;75;0;0;0;0;15;0;0.58;75;0;0;0;0;20;0;0.58;75;0;0;0;0;40;0;0.58;75;0;0;0;0;60;0;0.58;75;0;0;0;0;80;0;0.61;75;0;0;0;0;;
PCAR4;3;0;0.6;45;0;0;0;0;5;0;0.55;50;0;0;0;0;10;0;0.59;45;0;0;0;0;15;0;0.66;50;0;0;0;0;20;0;0.58;45;0;0;0;0;40;0;0.82;50;0;0;0;0;60;0;0.93;45;0;0;0;0;80;0;0.95;40;0;0;0;0;;
PRGA3;3;0;0.790698;nan;0;0;0;0;5;0;0.813953;nan;0;0;0;0;10;0;0.767442;nan;0;0;0;0;15;0;0.744186;nan;0;0;0;0;20;0;0.767442;nan;0;0;0;0;40;0;1;nan;0;0;0;0;60;0;1;nan;0;0;0;0;80;0;1;nan;0;0;0;0;;
RSID3;3;0;0.64;70;0;0;0;0;5;0;0.66;70;0;0;0;0;10;0;0.74;55;0;0;0;0;15;0;0.75;75;0;0;0;0;20;0;0.77;80;0;0;0;0;40;0;0.86;50;0;0;0;0;60;0;0.94;65;0;0;0;0;80;0;0.94;55;0;0;0;0;;
SBSP3;3;0;0.67;60;0;0;0;0;5;0;0.71;65;0;0;0;0;10;0;0.72;55;0;0;0;0;15;0;0.76;45;0;0;0;0;20;0;0.71;55;0;0;0;0;40;0;0.91;60;0;0;0;0;60;0;0.97;55;0;0;0;0;80;0;0.98;55;0;0;0;0;;
SDIA4;3;0;0.67;50;0;0;0;0;5;0;0.62;50;0;0;0;0;10;0;0.68;35;0;0;0;0;15;0;0.71;45;0;0;0;0;20;0;0.67;45;0;0;0;0;40;0;0.71;50;0;0;0;0;60;0;0.83;45;0;0;0;0;80;0;0.83;55;0;0;0;0;;
TAMM4;3;0;0.68;70;0;0;0;0;5;0;0.71;70;0;0;0;0;10;0;0.74;70;0;0;0;0;15;0;0.73;70;0;0;0;0;20;0;0.72;65;0;0;0;0;40;0;0.78;80;0;0;0;0;60;0;0.7;70;0;0;0;0;80;0;0.97;70;0;0;0;0;;
TCSL4;3;0;0.53;30;0;0;0;0;5;0;0.54;25;0;0;0;0;10;0;0.66;35;0;0;0;0;15;0;0.67;35;0;0;0;0;20;0;0.69;30;0;0;0;0;40;0;0.64;25;0;0;0;0;60;0;0.69;35;0;0;0;0;80;0;0.64;30;0;0;0;0;;
TMCP4;3;0;0.64;65;0;0;0;0;5;0;0.62;60;0;0;0;0;10;0;0.66;65;0;0;0;0;15;0;0.65;55;0;0;0;0;20;0;0.65;80;0;0;0;0;40;0;0.67;65;0;0;0;0;60;0;0.58;55;0;0;0;0;80;0;0.53;55;0;0;0;0;;
TLPP4;3;0;0.57;50;0;0;0;0;5;0;0.61;55;0;0;0;0;10;0;0.66;55;0;0;0;0;15;0;0.7;50;0;0;0;0;20;0;0.62;65;0;0;0;0;40;0;0.77;65;0;0;0;0;60;0;0.76;55;0;0;0;0;80;0;0.77;60;0;0;0;0;;
TNLP4;3;0;0.53;55;0;0;0;0;5;0;0.58;50;0;0;0;0;10;0;0.62;50;0;0;0;0;15;0;0.62;25;0;0;0;0;20;0;0.64;45;0;0;0;0;40;0;0.8;45;0;0;0;0;60;0;0.85;60;0;0;0;0;80;0;0.87;55;0;0;0;0;;
TRPL4;3;0;0.58;45;0;0;0;0;5;0;0.63;45;0;0;0;0;10;0;0.69;45;0;0;0;0;15;0;0.67;25;0;0;0;0;20;0;0.7;55;0;0;0;0;40;0;0.8;30;0;0;0;0;60;0;0.79;40;0;0;0;0;80;0;0.9;40;0;0;0;0;;
UBBR11;3;0;0.61;55;0;0;0;0;5;0;0.64;55;0;0;0;0;10;0;0.7;50;0;0;0;0;15;0;0.72;40;0;0;0;0;20;0;0.69;60;0;0;0;0;40;0;0.72;45;0;0;0;0;60;0;0.76;50;0;0;0;0;80;0;0.94;30;0;0;0;0;;
UGPA4;3;0;0.63;45;0;0;0;0;5;0;0.64;40;0;0;0;0;10;0;0.67;50;0;0;0;0;15;0;0.61;45;0;0;0;0;20;0;0.62;45;0;0;0;0;40;0;0.73;55;0;0;0;0;60;0;0.85;60;0;0;0;0;80;0;0.93;60;0;0;0;0;;
USIM5;3;0;0.61;40;0;0;0;0;5;0;0.67;50;0;0;0;0;10;0;0.74;45;0;0;0;0;15;0;0.75;50;0;0;0;0;20;0;0.79;45;0;0;0;0;40;0;0.87;45;0;0;0;0;60;0;0.98;60;0;0;0;0;80;0;0.96;50;0;0;0;0;;
VCPA4;3;0;0.63;50;0;0;0;0;5;0;0.67;40;0;0;0;0;10;0;0.7;60;0;0;0;0;15;0;0.67;45;0;0;0;0;20;0;0.64;60;0;0;0;0;40;0;0.82;50;0;0;0;0;60;0;0.88;55;0;0;0;0;80;0;0.91;65;0;0;0;0;;
